Id,Gloss,start_ms,end_ms,Participant,SourceVideo,SampleVideo,subset
112,IX1,89849,89979,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_112.mp4,train
114,IX3,90614,90724,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_114.mp4,train
118,PASADO,92739,92999,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_118.mp4,train
119,JOVEN,93039,93219,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_119.mp4,train
123,IX3,94344,94764,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_123.mp4,train
128,IX1,97804,98034,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_128.mp4,train
131,IX1,100004,100074,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_131.mp4,train
132,TRABAJO,100109,100599,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_132.mp4,train
134,TRABAJO,101269,101419,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_134.mp4,train
135,TRABAJO,101464,101574,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_135.mp4,train
136,IX1,101619,101779,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_136.mp4,train
137,MUCHO,102289,102669,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_137.mp4,train
139,TRABAJO,109379,109839,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_139.mp4,train
146,IX1,114604,114734,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_146.mp4,train
156,YA,121134,121484,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_156.mp4,train
167,HABER-NO,128444,128984,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_167.mp4,train
173,HABER-NO,133794,134114,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_173.mp4,train
174,AHORA,134174,134544,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_174.mp4,train
183,IX1,140664,140754,F04,T2.4-LSE-F04-1-20170915-1.MP4,T2.4-LSE-F04-1-20170915-1.eaf_183.mp4,train
2125,SI,16810,17620,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2125.mp4,val
2126,NO,18860,19200,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2126.mp4,val
2127,SI,19270,20150,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2127.mp4,val
2128,IX1,20170,20460,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2128.mp4,val
2132,IX1,22860,22930,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2132.mp4,val
2133,PASADO,22940,23470,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2133.mp4,val
2134,JOVEN,23500,24350,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2134.mp4,val
2135,IX1,24350,24430,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2135.mp4,val
2136,MUCHO,24460,24710,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2136.mp4,val
2137,AMIGO,24710,25290,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2137.mp4,val
2139,MUCHO,26590,27070,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2139.mp4,val
2140,TODO,27130,27524,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2140.mp4,val
2144,IX1,28320,28510,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2144.mp4,val
2146,IX3,29000,29150,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2146.mp4,val
2149,FIN,29942,30398,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2149.mp4,val
2150,IX3,30480,30680,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2150.mp4,val
2154,IX1,33155,33335,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2154.mp4,val
2157,IX3,34550,34680,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2157.mp4,val
2158,IX1,34710,34810,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2158.mp4,val
2160,HABER-NO,35170,35690,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2160.mp4,val
2161,IX1,36540,36640,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2161.mp4,val
2162,MUCHO,36680,36890,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2162.mp4,val
2163,AMIGO,36920,37370,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2163.mp4,val
2167,OYENTE,39210,39400,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2167.mp4,val
2168,SORDO,39460,39620,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2168.mp4,val
2169,IGUAL,39690,40240,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2169.mp4,val
2175,IX1,44650,44760,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2175.mp4,val
2177,IX1,45530,45610,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2177.mp4,val
2178,HABER-NO,45760,45970,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2178.mp4,val
2180,IX1,47020,47180,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2180.mp4,val
2182,IX1,48340,48450,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2182.mp4,val
2184,IX1-5,49390,49480,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2184.mp4,val
2186,PROPIO,49960,50730,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2186.mp4,val
2187,HASTA,51030,51350,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2187.mp4,val
2188,SORDO,51560,51760,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2188.mp4,val
2189,PASADO,51860,52210,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2189.mp4,val
2194,IXloc ,53670,53790,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2194.mp4,val
2195,SORDO,54030,54340,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2195.mp4,val
2196,POCO,54395,54465,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2196.mp4,val
2198,IX1,55060,55130,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2198.mp4,val
2200,QUERER,56990,57120,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2200.mp4,val
2201,IXloc ,57160,57300,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2201.mp4,val
2204,COSAS,57920,58130,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2204.mp4,val
2205,IX1,58230,58320,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2205.mp4,val
2208,IX1,59180,59220,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2208.mp4,val
2211,IX1-Q,59950,60010,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2211.mp4,val
2215,IX1-Bd,62630,62740,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2215.mp4,val
2216,TRABAJO,62800,63110,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2216.mp4,val
2217,IX3,63260,63390,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2217.mp4,val
2218,IX2,63460,63560,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2218.mp4,val
2222,NO,65198,65407,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2222.mp4,val
2224,PERSONA,65990,66550,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2224.mp4,val
2227,SABER-NO,67684,68170,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2227.mp4,val
2231,IX1,69200,69240,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2231.mp4,val
2233,IX1,70270,70330,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2233.mp4,val
2235,IX1,70838,70931,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2235.mp4,val
2236,IX1,71235,71275,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2236.mp4,val
2238,IX3,71620,71710,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2238.mp4,val
2240,IX1,72700,72760,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2240.mp4,val
2241,VER,72810,73120,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2241.mp4,val
2243,IX1,73700,73820,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2243.mp4,val
2248,IX1-Bd,75486,75554,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2248.mp4,val
2249,HABER-NO,75561,76010,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2249.mp4,val
2250,BIEN,76145,76425,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2250.mp4,val
2252,IX1-Bd,76940,77030,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2252.mp4,val
2257,HASTA,78300,78610,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2257.mp4,val
2259,YA,79330,79530,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2259.mp4,val
2265,IX1,81790,81870,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2265.mp4,val
2270,IX1,83770,84010,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2270.mp4,val
2274,AHORA,85430,85820,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2274.mp4,val
2275,IX3,85950,86020,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2275.mp4,val
2277,IXloc ,86710,86830,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2277.mp4,val
2281,HIJO,88060,88340,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2281.mp4,val
2282,TRES,88350,88560,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2282.mp4,val
2284,IX1,89320,89430,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2284.mp4,val
2288,TODO,93375,93575,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2288.mp4,val
2289,IX1,93980,94080,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2289.mp4,val
2292,IX1,95166,95468,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2292.mp4,val
2295,IX1,98490,98590,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2295.mp4,val
2299,IX1,99915,100035,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2299.mp4,val
2301,HABER-NO,100330,100630,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2301.mp4,val
2302,IX3,100690,100850,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2302.mp4,val
2306,BIEN,102410,102590,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2306.mp4,val
2307,IX1,103390,103470,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2307.mp4,val
2308,MUCHO,103930,104100,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2308.mp4,val
2310,IX1,104710,104790,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2310.mp4,val
2314,IX1,107240,107300,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2314.mp4,val
2316,IX1,107820,107860,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2316.mp4,val
2317,NO,107890,108320,F15,T2.4-LSE-F15-1-20171017-1.MP4,T2.4-LSE-F15-1-20171017-1.eaf_2317.mp4,val
2318,SI,16810,17620,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2318.mp4,val
2319,NO,18860,19200,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2319.mp4,val
2320,SI,19270,20150,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2320.mp4,val
2321,IX1,20170,20460,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2321.mp4,val
2325,IX1,22860,22930,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2325.mp4,val
2326,PASADO,22940,23470,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2326.mp4,val
2327,JOVEN,23500,24350,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2327.mp4,val
2328,IX1,24350,24430,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2328.mp4,val
2329,MUCHO,24460,24710,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2329.mp4,val
2330,AMIGO,24710,25290,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2330.mp4,val
2332,MUCHO,26590,27070,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2332.mp4,val
2333,TODO,27130,27524,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2333.mp4,val
2337,IX1,28320,28510,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2337.mp4,val
2339,IX3,29000,29150,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2339.mp4,val
2342,FIN,29942,30398,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2342.mp4,val
2343,IX3,30480,30680,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2343.mp4,val
2347,IX1,33155,33335,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2347.mp4,val
2350,IX3,34550,34680,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2350.mp4,val
2351,IX1,34710,34810,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2351.mp4,val
2353,HABER-NO,35170,35690,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2353.mp4,val
2354,IX1,36540,36640,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2354.mp4,val
2355,MUCHO,36680,36890,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2355.mp4,val
2356,AMIGO,36920,37370,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2356.mp4,val
2360,OYENTE,39210,39400,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2360.mp4,val
2361,SORDO,39460,39620,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2361.mp4,val
2362,IGUAL,39690,40240,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2362.mp4,val
2368,IX1,44650,44760,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2368.mp4,val
2370,IX1,45530,45610,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2370.mp4,val
2371,HABER-NO,45760,45970,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2371.mp4,val
2373,IX1,47020,47180,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2373.mp4,val
2375,IX1,48340,48450,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2375.mp4,val
2377,IX1-5,49390,49480,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2377.mp4,val
2379,PROPIO,49960,50730,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2379.mp4,val
2380,HASTA,51030,51350,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2380.mp4,val
2381,SORDO,51560,51760,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2381.mp4,val
2382,PASADO,51860,52210,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2382.mp4,val
2387,IXloc ,53670,53790,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2387.mp4,val
2388,SORDO,54030,54340,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2388.mp4,val
2389,POCO,54395,54465,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2389.mp4,val
2391,IX1,55060,55130,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2391.mp4,val
2393,QUERER,56990,57120,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2393.mp4,val
2394,IXloc ,57160,57300,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2394.mp4,val
2397,COSAS,57920,58130,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2397.mp4,val
2398,IX1,58230,58320,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2398.mp4,val
2401,IX1,59180,59220,F15,T2.4-LSE-F15-2-20171017-1.MP4,T2.4-LSE-F15-2-20171017-1.eaf_2401.mp4,val
