Id,Label,Participant,Video,Subset
143,132,S003,CNGT0004.eaf_143.mp4,train
144,2,S003,CNGT0004.eaf_144.mp4,train
145,240,S003,CNGT0004.eaf_145.mp4,train
146,2,S003,CNGT0004.eaf_146.mp4,train
147,1,S003,CNGT0004.eaf_147.mp4,train
148,327,S003,CNGT0004.eaf_148.mp4,train
150,12,S003,CNGT0004.eaf_150.mp4,train
151,18,S003,CNGT0004.eaf_151.mp4,train
152,12,S003,CNGT0004.eaf_152.mp4,train
154,108,S003,CNGT0004.eaf_154.mp4,train
155,0,S003,CNGT0004.eaf_155.mp4,train
158,125,S003,CNGT0004.eaf_158.mp4,train
160,2,S003,CNGT0004.eaf_160.mp4,train
161,0,S003,CNGT0004.eaf_161.mp4,train
162,63,S003,CNGT0004.eaf_162.mp4,train
163,2,S003,CNGT0004.eaf_163.mp4,train
164,2,S003,CNGT0004.eaf_164.mp4,train
166,2,S003,CNGT0004.eaf_166.mp4,train
167,205,S003,CNGT0004.eaf_167.mp4,train
168,1,S003,CNGT0004.eaf_168.mp4,train
170,2,S003,CNGT0004.eaf_170.mp4,train
171,370,S003,CNGT0004.eaf_171.mp4,train
172,2,S003,CNGT0004.eaf_172.mp4,train
173,0,S003,CNGT0004.eaf_173.mp4,train
175,2,S003,CNGT0004.eaf_175.mp4,train
176,70,S003,CNGT0004.eaf_176.mp4,train
178,32,S003,CNGT0004.eaf_178.mp4,train
180,36,S003,CNGT0004.eaf_180.mp4,train
181,2,S003,CNGT0004.eaf_181.mp4,train
182,205,S003,CNGT0004.eaf_182.mp4,train
183,2,S003,CNGT0004.eaf_183.mp4,train
185,0,S003,CNGT0004.eaf_185.mp4,train
186,261,S003,CNGT0004.eaf_186.mp4,train
187,0,S003,CNGT0004.eaf_187.mp4,train
192,317,S003,CNGT0004.eaf_192.mp4,train
194,17,S003,CNGT0004.eaf_194.mp4,train
197,18,S003,CNGT0004.eaf_197.mp4,train
198,22,S003,CNGT0004.eaf_198.mp4,train
199,213,S003,CNGT0004.eaf_199.mp4,train
202,18,S003,CNGT0004.eaf_202.mp4,train
204,2,S003,CNGT0004.eaf_204.mp4,train
205,0,S003,CNGT0004.eaf_205.mp4,train
206,21,S003,CNGT0004.eaf_206.mp4,train
208,121,S003,CNGT0004.eaf_208.mp4,train
209,0,S003,CNGT0004.eaf_209.mp4,train
210,296,S003,CNGT0004.eaf_210.mp4,train
211,359,S003,CNGT0004.eaf_211.mp4,train
212,319,S003,CNGT0004.eaf_212.mp4,train
214,319,S003,CNGT0004.eaf_214.mp4,train
215,0,S003,CNGT0004.eaf_215.mp4,train
216,2,S003,CNGT0004.eaf_216.mp4,train
217,130,S003,CNGT0004.eaf_217.mp4,train
218,2,S003,CNGT0004.eaf_218.mp4,train
219,409,S003,CNGT0004.eaf_219.mp4,train
220,414,S003,CNGT0004.eaf_220.mp4,train
221,30,S003,CNGT0004.eaf_221.mp4,train
223,0,S003,CNGT0004.eaf_223.mp4,train
226,238,S003,CNGT0004.eaf_226.mp4,train
228,106,S003,CNGT0004.eaf_228.mp4,train
231,2,S003,CNGT0004.eaf_231.mp4,train
232,1,S003,CNGT0004.eaf_232.mp4,train
233,2,S003,CNGT0004.eaf_233.mp4,train
234,0,S003,CNGT0004.eaf_234.mp4,train
235,13,S003,CNGT0004.eaf_235.mp4,train
236,2,S003,CNGT0004.eaf_236.mp4,train
237,2,S003,CNGT0004.eaf_237.mp4,train
239,2,S003,CNGT0004.eaf_239.mp4,train
240,201,S003,CNGT0004.eaf_240.mp4,train
241,2,S003,CNGT0004.eaf_241.mp4,train
242,201,S003,CNGT0004.eaf_242.mp4,train
243,2,S003,CNGT0004.eaf_243.mp4,train
244,292,S003,CNGT0004.eaf_244.mp4,train
245,176,S003,CNGT0004.eaf_245.mp4,train
246,2,S003,CNGT0004.eaf_246.mp4,train
247,7,S003,CNGT0004.eaf_247.mp4,train
248,0,S003,CNGT0004.eaf_248.mp4,train
250,2,S003,CNGT0004.eaf_250.mp4,train
252,193,S003,CNGT0004.eaf_252.mp4,train
255,193,S003,CNGT0004.eaf_255.mp4,train
257,2,S003,CNGT0004.eaf_257.mp4,train
258,2,S003,CNGT0004.eaf_258.mp4,train
259,409,S003,CNGT0004.eaf_259.mp4,train
262,0,S003,CNGT0004.eaf_262.mp4,train
263,141,S003,CNGT0004.eaf_263.mp4,train
264,15,S003,CNGT0004.eaf_264.mp4,train
265,0,S003,CNGT0004.eaf_265.mp4,train
267,193,S003,CNGT0004.eaf_267.mp4,train
268,162,S003,CNGT0004.eaf_268.mp4,train
269,2,S003,CNGT0004.eaf_269.mp4,train
270,409,S003,CNGT0004.eaf_270.mp4,train
271,26,S003,CNGT0004.eaf_271.mp4,train
272,141,S003,CNGT0004.eaf_272.mp4,train
273,328,S003,CNGT0004.eaf_273.mp4,train
274,0,S003,CNGT0004.eaf_274.mp4,train
275,201,S003,CNGT0004.eaf_275.mp4,train
276,193,S003,CNGT0004.eaf_276.mp4,train
279,1,S003,CNGT0004.eaf_279.mp4,train
281,26,S003,CNGT0004.eaf_281.mp4,train
282,1,S003,CNGT0004.eaf_282.mp4,train
286,1,S003,CNGT0004.eaf_286.mp4,train
288,2,S003,CNGT0004.eaf_288.mp4,train
290,2,S003,CNGT0004.eaf_290.mp4,train
292,183,S003,CNGT0004.eaf_292.mp4,train
294,213,S003,CNGT0004.eaf_294.mp4,train
295,22,S003,CNGT0004.eaf_295.mp4,train
296,319,S003,CNGT0004.eaf_296.mp4,train
300,319,S003,CNGT0004.eaf_300.mp4,train
303,1,S003,CNGT0004.eaf_303.mp4,train
304,125,S003,CNGT0004.eaf_304.mp4,train
306,13,S004,CNGT0004.eaf_306.mp4,train
307,28,S004,CNGT0004.eaf_307.mp4,train
308,2,S004,CNGT0004.eaf_308.mp4,train
309,157,S004,CNGT0004.eaf_309.mp4,train
311,149,S004,CNGT0004.eaf_311.mp4,train
312,2,S004,CNGT0004.eaf_312.mp4,train
313,19,S004,CNGT0004.eaf_313.mp4,train
314,42,S004,CNGT0004.eaf_314.mp4,train
316,17,S004,CNGT0004.eaf_316.mp4,train
317,29,S004,CNGT0004.eaf_317.mp4,train
318,203,S004,CNGT0004.eaf_318.mp4,train
323,1,S004,CNGT0004.eaf_323.mp4,train
325,298,S004,CNGT0004.eaf_325.mp4,train
326,341,S004,CNGT0004.eaf_326.mp4,train
327,57,S004,CNGT0004.eaf_327.mp4,train
328,2,S004,CNGT0004.eaf_328.mp4,train
329,0,S004,CNGT0004.eaf_329.mp4,train
333,393,S004,CNGT0004.eaf_333.mp4,train
334,1,S004,CNGT0004.eaf_334.mp4,train
335,9,S004,CNGT0004.eaf_335.mp4,train
336,2,S004,CNGT0004.eaf_336.mp4,train
337,78,S004,CNGT0004.eaf_337.mp4,train
338,298,S004,CNGT0004.eaf_338.mp4,train
339,0,S004,CNGT0004.eaf_339.mp4,train
341,2,S004,CNGT0004.eaf_341.mp4,train
344,267,S004,CNGT0004.eaf_344.mp4,train
345,1,S004,CNGT0004.eaf_345.mp4,train
346,75,S004,CNGT0004.eaf_346.mp4,train
347,0,S004,CNGT0004.eaf_347.mp4,train
348,22,S004,CNGT0004.eaf_348.mp4,train
349,119,S004,CNGT0004.eaf_349.mp4,train
351,36,S004,CNGT0004.eaf_351.mp4,train
353,1,S004,CNGT0004.eaf_353.mp4,train
354,28,S004,CNGT0004.eaf_354.mp4,train
355,2,S004,CNGT0004.eaf_355.mp4,train
356,2,S004,CNGT0004.eaf_356.mp4,train
358,157,S004,CNGT0004.eaf_358.mp4,train
360,106,S004,CNGT0004.eaf_360.mp4,train
361,171,S004,CNGT0004.eaf_361.mp4,train
362,22,S004,CNGT0004.eaf_362.mp4,train
364,22,S004,CNGT0004.eaf_364.mp4,train
365,171,S004,CNGT0004.eaf_365.mp4,train
367,6,S004,CNGT0004.eaf_367.mp4,train
368,2,S004,CNGT0004.eaf_368.mp4,train
369,171,S004,CNGT0004.eaf_369.mp4,train
371,36,S004,CNGT0004.eaf_371.mp4,train
372,228,S004,CNGT0004.eaf_372.mp4,train
375,2,S004,CNGT0004.eaf_375.mp4,train
376,171,S004,CNGT0004.eaf_376.mp4,train
377,0,S004,CNGT0004.eaf_377.mp4,train
380,0,S004,CNGT0004.eaf_380.mp4,train
383,132,S004,CNGT0004.eaf_383.mp4,train
389,0,S004,CNGT0004.eaf_389.mp4,train
392,238,S004,CNGT0004.eaf_392.mp4,train
394,1,S004,CNGT0004.eaf_394.mp4,train
396,171,S004,CNGT0004.eaf_396.mp4,train
397,7,S004,CNGT0004.eaf_397.mp4,train
398,22,S004,CNGT0004.eaf_398.mp4,train
401,162,S004,CNGT0004.eaf_401.mp4,train
408,228,S004,CNGT0004.eaf_408.mp4,train
409,132,S004,CNGT0004.eaf_409.mp4,train
412,130,S004,CNGT0004.eaf_412.mp4,train
413,245,S004,CNGT0004.eaf_413.mp4,train
419,1,S004,CNGT0004.eaf_419.mp4,train
420,192,S004,CNGT0004.eaf_420.mp4,train
421,36,S004,CNGT0004.eaf_421.mp4,train
422,17,S004,CNGT0004.eaf_422.mp4,train
423,13,S004,CNGT0004.eaf_423.mp4,train
427,118,S004,CNGT0004.eaf_427.mp4,train
429,35,S004,CNGT0004.eaf_429.mp4,train
430,19,S004,CNGT0004.eaf_430.mp4,train
431,327,S004,CNGT0004.eaf_431.mp4,train
433,35,S004,CNGT0004.eaf_433.mp4,train
434,2,S004,CNGT0004.eaf_434.mp4,train
435,0,S004,CNGT0004.eaf_435.mp4,train
436,147,S004,CNGT0004.eaf_436.mp4,train
437,153,S004,CNGT0004.eaf_437.mp4,train
439,29,S004,CNGT0004.eaf_439.mp4,train
440,234,S004,CNGT0004.eaf_440.mp4,train
441,29,S004,CNGT0004.eaf_441.mp4,train
442,370,S004,CNGT0004.eaf_442.mp4,train
444,234,S004,CNGT0004.eaf_444.mp4,train
445,0,S004,CNGT0004.eaf_445.mp4,train
446,13,S004,CNGT0004.eaf_446.mp4,train
447,265,S004,CNGT0004.eaf_447.mp4,train
448,110,S004,CNGT0004.eaf_448.mp4,train
449,221,S004,CNGT0004.eaf_449.mp4,train
450,24,S004,CNGT0004.eaf_450.mp4,train
451,217,S004,CNGT0004.eaf_451.mp4,train
452,254,S004,CNGT0004.eaf_452.mp4,train
453,121,S004,CNGT0004.eaf_453.mp4,train
454,263,S004,CNGT0004.eaf_454.mp4,train
455,146,S004,CNGT0004.eaf_455.mp4,train
456,187,S004,CNGT0004.eaf_456.mp4,train
457,106,S004,CNGT0004.eaf_457.mp4,train
458,254,S004,CNGT0004.eaf_458.mp4,train
459,110,S004,CNGT0004.eaf_459.mp4,train
460,110,S004,CNGT0004.eaf_460.mp4,train
461,106,S004,CNGT0004.eaf_461.mp4,train
462,18,S004,CNGT0004.eaf_462.mp4,train
464,265,S004,CNGT0004.eaf_464.mp4,train
465,110,S004,CNGT0004.eaf_465.mp4,train
466,234,S004,CNGT0004.eaf_466.mp4,train
468,35,S004,CNGT0004.eaf_468.mp4,train
469,260,S004,CNGT0004.eaf_469.mp4,train
470,336,S004,CNGT0004.eaf_470.mp4,train
474,2,S004,CNGT0004.eaf_474.mp4,train
475,1,S003,CNGT0005.eaf_475.mp4,train
476,0,S003,CNGT0005.eaf_476.mp4,train
477,49,S003,CNGT0005.eaf_477.mp4,train
478,0,S003,CNGT0005.eaf_478.mp4,train
479,27,S003,CNGT0005.eaf_479.mp4,train
480,0,S003,CNGT0005.eaf_480.mp4,train
481,1,S003,CNGT0005.eaf_481.mp4,train
482,41,S003,CNGT0005.eaf_482.mp4,train
483,0,S003,CNGT0005.eaf_483.mp4,train
484,29,S003,CNGT0005.eaf_484.mp4,train
485,2,S003,CNGT0005.eaf_485.mp4,train
486,216,S003,CNGT0005.eaf_486.mp4,train
487,0,S003,CNGT0005.eaf_487.mp4,train
488,19,S003,CNGT0005.eaf_488.mp4,train
489,0,S003,CNGT0005.eaf_489.mp4,train
490,0,S003,CNGT0005.eaf_490.mp4,train
491,0,S003,CNGT0005.eaf_491.mp4,train
492,192,S003,CNGT0005.eaf_492.mp4,train
493,0,S003,CNGT0005.eaf_493.mp4,train
494,27,S003,CNGT0005.eaf_494.mp4,train
495,0,S003,CNGT0005.eaf_495.mp4,train
496,192,S003,CNGT0005.eaf_496.mp4,train
497,0,S003,CNGT0005.eaf_497.mp4,train
498,0,S003,CNGT0005.eaf_498.mp4,train
499,12,S003,CNGT0005.eaf_499.mp4,train
500,6,S003,CNGT0005.eaf_500.mp4,train
501,0,S003,CNGT0005.eaf_501.mp4,train
502,27,S003,CNGT0005.eaf_502.mp4,train
503,0,S003,CNGT0005.eaf_503.mp4,train
504,9,S003,CNGT0005.eaf_504.mp4,train
505,0,S003,CNGT0005.eaf_505.mp4,train
506,55,S003,CNGT0005.eaf_506.mp4,train
507,63,S003,CNGT0005.eaf_507.mp4,train
508,0,S003,CNGT0005.eaf_508.mp4,train
509,0,S003,CNGT0005.eaf_509.mp4,train
510,19,S003,CNGT0005.eaf_510.mp4,train
511,0,S003,CNGT0005.eaf_511.mp4,train
512,41,S003,CNGT0005.eaf_512.mp4,train
513,14,S003,CNGT0005.eaf_513.mp4,train
514,0,S003,CNGT0005.eaf_514.mp4,train
515,27,S003,CNGT0005.eaf_515.mp4,train
516,46,S003,CNGT0005.eaf_516.mp4,train
517,41,S003,CNGT0005.eaf_517.mp4,train
518,63,S003,CNGT0005.eaf_518.mp4,train
519,0,S003,CNGT0005.eaf_519.mp4,train
520,0,S003,CNGT0005.eaf_520.mp4,train
521,41,S003,CNGT0005.eaf_521.mp4,train
522,0,S003,CNGT0005.eaf_522.mp4,train
523,96,S003,CNGT0005.eaf_523.mp4,train
524,14,S003,CNGT0005.eaf_524.mp4,train
525,0,S003,CNGT0005.eaf_525.mp4,train
526,19,S003,CNGT0005.eaf_526.mp4,train
527,0,S003,CNGT0005.eaf_527.mp4,train
528,1,S003,CNGT0005.eaf_528.mp4,train
529,46,S003,CNGT0005.eaf_529.mp4,train
530,19,S003,CNGT0005.eaf_530.mp4,train
531,337,S003,CNGT0005.eaf_531.mp4,train
532,0,S003,CNGT0005.eaf_532.mp4,train
533,27,S003,CNGT0005.eaf_533.mp4,train
534,0,S003,CNGT0005.eaf_534.mp4,train
535,1,S003,CNGT0005.eaf_535.mp4,train
536,0,S003,CNGT0005.eaf_536.mp4,train
537,0,S003,CNGT0005.eaf_537.mp4,train
538,63,S003,CNGT0005.eaf_538.mp4,train
539,16,S003,CNGT0005.eaf_539.mp4,train
540,1,S003,CNGT0005.eaf_540.mp4,train
543,99,S003,CNGT0005.eaf_543.mp4,train
544,0,S003,CNGT0005.eaf_544.mp4,train
545,63,S003,CNGT0005.eaf_545.mp4,train
546,0,S003,CNGT0005.eaf_546.mp4,train
547,19,S003,CNGT0005.eaf_547.mp4,train
548,2,S003,CNGT0005.eaf_548.mp4,train
549,0,S003,CNGT0005.eaf_549.mp4,train
550,27,S003,CNGT0005.eaf_550.mp4,train
551,0,S003,CNGT0005.eaf_551.mp4,train
552,183,S003,CNGT0005.eaf_552.mp4,train
553,0,S003,CNGT0005.eaf_553.mp4,train
554,41,S003,CNGT0005.eaf_554.mp4,train
555,14,S003,CNGT0005.eaf_555.mp4,train
556,0,S003,CNGT0005.eaf_556.mp4,train
557,27,S003,CNGT0005.eaf_557.mp4,train
558,1,S003,CNGT0005.eaf_558.mp4,train
559,12,S003,CNGT0005.eaf_559.mp4,train
560,118,S003,CNGT0005.eaf_560.mp4,train
561,33,S003,CNGT0005.eaf_561.mp4,train
562,12,S003,CNGT0005.eaf_562.mp4,train
563,0,S003,CNGT0005.eaf_563.mp4,train
564,13,S003,CNGT0005.eaf_564.mp4,train
565,13,S003,CNGT0005.eaf_565.mp4,train
566,1,S003,CNGT0005.eaf_566.mp4,train
567,13,S003,CNGT0005.eaf_567.mp4,train
569,14,S003,CNGT0005.eaf_569.mp4,train
572,6,S003,CNGT0005.eaf_572.mp4,train
573,14,S003,CNGT0005.eaf_573.mp4,train
574,0,S003,CNGT0005.eaf_574.mp4,train
575,111,S003,CNGT0005.eaf_575.mp4,train
576,0,S003,CNGT0005.eaf_576.mp4,train
577,6,S003,CNGT0005.eaf_577.mp4,train
578,0,S003,CNGT0005.eaf_578.mp4,train
579,38,S003,CNGT0005.eaf_579.mp4,train
581,19,S003,CNGT0005.eaf_581.mp4,train
582,48,S003,CNGT0005.eaf_582.mp4,train
583,0,S003,CNGT0005.eaf_583.mp4,train
584,27,S003,CNGT0005.eaf_584.mp4,train
585,24,S003,CNGT0005.eaf_585.mp4,train
586,420,S003,CNGT0005.eaf_586.mp4,train
587,0,S003,CNGT0005.eaf_587.mp4,train
588,27,S003,CNGT0005.eaf_588.mp4,train
589,33,S003,CNGT0005.eaf_589.mp4,train
590,19,S003,CNGT0005.eaf_590.mp4,train
592,19,S003,CNGT0005.eaf_592.mp4,train
593,5,S003,CNGT0005.eaf_593.mp4,train
594,5,S003,CNGT0005.eaf_594.mp4,train
595,117,S003,CNGT0005.eaf_595.mp4,train
596,454,S003,CNGT0005.eaf_596.mp4,train
597,5,S003,CNGT0005.eaf_597.mp4,train
598,117,S003,CNGT0005.eaf_598.mp4,train
599,454,S003,CNGT0005.eaf_599.mp4,train
600,1,S003,CNGT0005.eaf_600.mp4,train
601,27,S003,CNGT0005.eaf_601.mp4,train
602,1,S003,CNGT0005.eaf_602.mp4,train
603,2,S003,CNGT0005.eaf_603.mp4,train
604,21,S003,CNGT0005.eaf_604.mp4,train
605,19,S003,CNGT0005.eaf_605.mp4,train
606,0,S003,CNGT0005.eaf_606.mp4,train
607,5,S003,CNGT0005.eaf_607.mp4,train
608,27,S003,CNGT0005.eaf_608.mp4,train
609,0,S003,CNGT0005.eaf_609.mp4,train
610,1,S003,CNGT0005.eaf_610.mp4,train
611,77,S003,CNGT0005.eaf_611.mp4,train
612,100,S003,CNGT0005.eaf_612.mp4,train
613,77,S003,CNGT0005.eaf_613.mp4,train
614,100,S003,CNGT0005.eaf_614.mp4,train
615,77,S003,CNGT0005.eaf_615.mp4,train
616,100,S003,CNGT0005.eaf_616.mp4,train
617,77,S003,CNGT0005.eaf_617.mp4,train
618,100,S003,CNGT0005.eaf_618.mp4,train
619,0,S003,CNGT0005.eaf_619.mp4,train
620,41,S003,CNGT0005.eaf_620.mp4,train
621,20,S003,CNGT0005.eaf_621.mp4,train
622,20,S003,CNGT0005.eaf_622.mp4,train
623,142,S003,CNGT0005.eaf_623.mp4,train
625,27,S003,CNGT0005.eaf_625.mp4,train
626,10,S003,CNGT0005.eaf_626.mp4,train
627,20,S003,CNGT0005.eaf_627.mp4,train
628,0,S003,CNGT0005.eaf_628.mp4,train
629,14,S003,CNGT0005.eaf_629.mp4,train
630,20,S003,CNGT0005.eaf_630.mp4,train
631,28,S003,CNGT0005.eaf_631.mp4,train
632,0,S003,CNGT0005.eaf_632.mp4,train
633,41,S003,CNGT0005.eaf_633.mp4,train
634,14,S003,CNGT0005.eaf_634.mp4,train
635,0,S003,CNGT0005.eaf_635.mp4,train
636,27,S003,CNGT0005.eaf_636.mp4,train
637,41,S003,CNGT0005.eaf_637.mp4,train
638,0,S003,CNGT0005.eaf_638.mp4,train
639,19,S003,CNGT0005.eaf_639.mp4,train
640,0,S003,CNGT0005.eaf_640.mp4,train
642,29,S003,CNGT0005.eaf_642.mp4,train
643,29,S003,CNGT0005.eaf_643.mp4,train
645,1,S003,CNGT0005.eaf_645.mp4,train
646,20,S003,CNGT0005.eaf_646.mp4,train
647,14,S003,CNGT0005.eaf_647.mp4,train
648,27,S003,CNGT0005.eaf_648.mp4,train
649,0,S003,CNGT0005.eaf_649.mp4,train
650,95,S003,CNGT0005.eaf_650.mp4,train
651,2,S003,CNGT0005.eaf_651.mp4,train
652,0,S003,CNGT0005.eaf_652.mp4,train
653,0,S003,CNGT0005.eaf_653.mp4,train
654,2,S003,CNGT0005.eaf_654.mp4,train
655,12,S003,CNGT0005.eaf_655.mp4,train
656,0,S003,CNGT0005.eaf_656.mp4,train
658,2,S003,CNGT0005.eaf_658.mp4,train
659,20,S003,CNGT0005.eaf_659.mp4,train
661,13,S003,CNGT0005.eaf_661.mp4,train
662,205,S003,CNGT0005.eaf_662.mp4,train
663,13,S003,CNGT0005.eaf_663.mp4,train
664,205,S003,CNGT0005.eaf_664.mp4,train
665,13,S003,CNGT0005.eaf_665.mp4,train
666,14,S003,CNGT0005.eaf_666.mp4,train
667,27,S003,CNGT0005.eaf_667.mp4,train
668,0,S003,CNGT0005.eaf_668.mp4,train
670,14,S003,CNGT0005.eaf_670.mp4,train
671,27,S003,CNGT0005.eaf_671.mp4,train
672,0,S003,CNGT0005.eaf_672.mp4,train
674,27,S003,CNGT0005.eaf_674.mp4,train
675,1,S003,CNGT0005.eaf_675.mp4,train
676,0,S003,CNGT0005.eaf_676.mp4,train
677,13,S004,CNGT0005.eaf_677.mp4,train
678,99,S004,CNGT0005.eaf_678.mp4,train
679,0,S004,CNGT0005.eaf_679.mp4,train
680,258,S004,CNGT0005.eaf_680.mp4,train
681,28,S004,CNGT0005.eaf_681.mp4,train
682,2,S004,CNGT0005.eaf_682.mp4,train
685,88,S004,CNGT0005.eaf_685.mp4,train
686,215,S004,CNGT0005.eaf_686.mp4,train
687,427,S004,CNGT0005.eaf_687.mp4,train
690,0,S004,CNGT0005.eaf_690.mp4,train
691,17,S004,CNGT0005.eaf_691.mp4,train
692,0,S004,CNGT0005.eaf_692.mp4,train
694,14,S004,CNGT0005.eaf_694.mp4,train
696,2,S004,CNGT0005.eaf_696.mp4,train
697,5,S004,CNGT0005.eaf_697.mp4,train
698,6,S004,CNGT0005.eaf_698.mp4,train
699,3,S004,CNGT0005.eaf_699.mp4,train
700,8,S004,CNGT0005.eaf_700.mp4,train
701,14,S004,CNGT0005.eaf_701.mp4,train
702,71,S004,CNGT0005.eaf_702.mp4,train
704,1,S004,CNGT0005.eaf_704.mp4,train
705,78,S004,CNGT0005.eaf_705.mp4,train
707,71,S004,CNGT0005.eaf_707.mp4,train
714,3,S004,CNGT0005.eaf_714.mp4,train
715,1,S004,CNGT0005.eaf_715.mp4,train
716,86,S004,CNGT0005.eaf_716.mp4,train
717,29,S004,CNGT0005.eaf_717.mp4,train
718,106,S004,CNGT0005.eaf_718.mp4,train
719,29,S004,CNGT0005.eaf_719.mp4,train
720,106,S004,CNGT0005.eaf_720.mp4,train
721,46,S004,CNGT0005.eaf_721.mp4,train
722,27,S004,CNGT0005.eaf_722.mp4,train
723,106,S004,CNGT0005.eaf_723.mp4,train
724,17,S004,CNGT0005.eaf_724.mp4,train
725,286,S004,CNGT0005.eaf_725.mp4,train
727,10,S004,CNGT0005.eaf_727.mp4,train
728,92,S004,CNGT0005.eaf_728.mp4,train
729,1,S004,CNGT0005.eaf_729.mp4,train
731,1,S004,CNGT0005.eaf_731.mp4,train
732,88,S004,CNGT0005.eaf_732.mp4,train
733,29,S004,CNGT0005.eaf_733.mp4,train
