Id,Label,Participant,Video,Subset
598,16,i002,CVGT_0105.eaf_598.mp4,train
599,255,i002,CVGT_0105.eaf_599.mp4,train
600,185,i002,CVGT_0105.eaf_600.mp4,train
602,17,i002,CVGT_0105.eaf_602.mp4,train
603,34,i002,CVGT_0105.eaf_603.mp4,train
605,27,i002,CVGT_0105.eaf_605.mp4,train
611,102,i002,CVGT_0105.eaf_611.mp4,train
612,10,i002,CVGT_0105.eaf_612.mp4,train
613,64,i002,CVGT_0105.eaf_613.mp4,train
614,79,i002,CVGT_0105.eaf_614.mp4,train
616,64,i002,CVGT_0105.eaf_616.mp4,train
618,48,i002,CVGT_0105.eaf_618.mp4,train
620,0,i002,CVGT_0105.eaf_620.mp4,train
621,48,i002,CVGT_0105.eaf_621.mp4,train
622,9,i002,CVGT_0105.eaf_622.mp4,train
623,1,i002,CVGT_0105.eaf_623.mp4,train
624,186,i002,CVGT_0105.eaf_624.mp4,train
625,133,i002,CVGT_0105.eaf_625.mp4,train
627,6,i002,CVGT_0105.eaf_627.mp4,train
628,186,i002,CVGT_0105.eaf_628.mp4,train
629,8,i002,CVGT_0105.eaf_629.mp4,train
630,16,i002,CVGT_0105.eaf_630.mp4,train
631,48,i002,CVGT_0105.eaf_631.mp4,train
632,50,i002,CVGT_0105.eaf_632.mp4,train
633,6,i002,CVGT_0105.eaf_633.mp4,train
637,8,i002,CVGT_0105.eaf_637.mp4,train
638,186,i002,CVGT_0105.eaf_638.mp4,train
639,182,i002,CVGT_0105.eaf_639.mp4,train
640,164,i002,CVGT_0105.eaf_640.mp4,train
641,3,i002,CVGT_0105.eaf_641.mp4,train
643,4,i002,CVGT_0105.eaf_643.mp4,train
647,27,i002,CVGT_0105.eaf_647.mp4,train
648,79,i002,CVGT_0105.eaf_648.mp4,train
649,63,i002,CVGT_0105.eaf_649.mp4,train
650,8,i002,CVGT_0105.eaf_650.mp4,train
651,127,i002,CVGT_0105.eaf_651.mp4,train
652,6,i002,CVGT_0105.eaf_652.mp4,train
653,150,i002,CVGT_0105.eaf_653.mp4,train
654,48,i002,CVGT_0105.eaf_654.mp4,train
657,241,i002,CVGT_0105.eaf_657.mp4,train
659,50,i002,CVGT_0105.eaf_659.mp4,train
660,6,i002,CVGT_0105.eaf_660.mp4,train
661,34,i002,CVGT_0105.eaf_661.mp4,train
664,184,i002,CVGT_0105.eaf_664.mp4,train
668,50,i002,CVGT_0105.eaf_668.mp4,train
669,6,i002,CVGT_0105.eaf_669.mp4,train
670,39,i002,CVGT_0105.eaf_670.mp4,train
671,51,i002,CVGT_0105.eaf_671.mp4,train
672,59,i002,CVGT_0105.eaf_672.mp4,train
674,3,i002,CVGT_0105.eaf_674.mp4,train
675,0,i002,CVGT_0105.eaf_675.mp4,train
677,8,i002,CVGT_0105.eaf_677.mp4,train
678,0,i002,CVGT_0105.eaf_678.mp4,train
679,48,i002,CVGT_0105.eaf_679.mp4,train
683,48,i002,CVGT_0105.eaf_683.mp4,train
687,116,i002,CVGT_0105.eaf_687.mp4,train
688,164,i002,CVGT_0105.eaf_688.mp4,train
689,76,i002,CVGT_0105.eaf_689.mp4,train
690,3,i002,CVGT_0105.eaf_690.mp4,train
691,12,i002,CVGT_0105.eaf_691.mp4,train
692,48,i002,CVGT_0105.eaf_692.mp4,train
693,34,i002,CVGT_0105.eaf_693.mp4,train
695,12,i002,CVGT_0105.eaf_695.mp4,train
696,212,i002,CVGT_0105.eaf_696.mp4,train
697,4,i002,CVGT_0105.eaf_697.mp4,train
698,182,i002,CVGT_0105.eaf_698.mp4,train
701,133,i002,CVGT_0105.eaf_701.mp4,train
704,104,i002,CVGT_0105.eaf_704.mp4,train
705,8,i002,CVGT_0105.eaf_705.mp4,train
708,16,i002,CVGT_0105.eaf_708.mp4,train
713,56,i002,CVGT_0105.eaf_713.mp4,train
714,8,i002,CVGT_0105.eaf_714.mp4,train
715,5,i002,CVGT_0105.eaf_715.mp4,train
718,16,i002,CVGT_0105.eaf_718.mp4,train
719,66,i002,CVGT_0105.eaf_719.mp4,train
721,138,i002,CVGT_0105.eaf_721.mp4,train
724,138,i002,CVGT_0105.eaf_724.mp4,train
726,138,i002,CVGT_0105.eaf_726.mp4,train
727,8,i002,CVGT_0105.eaf_727.mp4,train
728,66,i002,CVGT_0105.eaf_728.mp4,train
731,45,i002,CVGT_0105.eaf_731.mp4,train
733,59,i002,CVGT_0105.eaf_733.mp4,train
734,101,i002,CVGT_0105.eaf_734.mp4,train
736,59,i002,CVGT_0105.eaf_736.mp4,train
737,101,i002,CVGT_0105.eaf_737.mp4,train
738,24,i002,CVGT_0106.eaf_738.mp4,train
739,165,i002,CVGT_0106.eaf_739.mp4,train
743,55,i002,CVGT_0106.eaf_743.mp4,train
745,264,i002,CVGT_0106.eaf_745.mp4,train
746,13,i002,CVGT_0106.eaf_746.mp4,train
747,1,i002,CVGT_0106.eaf_747.mp4,train
748,244,i002,CVGT_0106.eaf_748.mp4,train
749,182,i002,CVGT_0106.eaf_749.mp4,train
751,1,i002,CVGT_0106.eaf_751.mp4,train
753,2,i002,CVGT_0106.eaf_753.mp4,train
755,4,i002,CVGT_0106.eaf_755.mp4,train
756,95,i002,CVGT_0106.eaf_756.mp4,train
758,168,i002,CVGT_0106.eaf_758.mp4,train
759,66,i002,CVGT_0106.eaf_759.mp4,train
760,128,i002,CVGT_0106.eaf_760.mp4,train
761,168,i002,CVGT_0106.eaf_761.mp4,train
762,5,i002,CVGT_0106.eaf_762.mp4,train
766,55,i002,CVGT_0106.eaf_766.mp4,train
770,134,i002,CVGT_0106.eaf_770.mp4,train
772,4,i002,CVGT_0106.eaf_772.mp4,train
773,134,i002,CVGT_0106.eaf_773.mp4,train
774,95,i002,CVGT_0106.eaf_774.mp4,train
776,175,i002,CVGT_0106.eaf_776.mp4,train
778,4,i002,CVGT_0106.eaf_778.mp4,train
779,264,i002,CVGT_0106.eaf_779.mp4,train
780,1,i002,CVGT_0106.eaf_780.mp4,train
781,42,i002,CVGT_0106.eaf_781.mp4,train
782,134,i002,CVGT_0106.eaf_782.mp4,train
783,95,i002,CVGT_0106.eaf_783.mp4,train
784,168,i002,CVGT_0106.eaf_784.mp4,train
785,2,i002,CVGT_0106.eaf_785.mp4,train
787,13,i002,CVGT_0106.eaf_787.mp4,train
788,36,i002,CVGT_0106.eaf_788.mp4,train
789,105,i002,CVGT_0106.eaf_789.mp4,train
792,1,i002,CVGT_0106.eaf_792.mp4,train
793,42,i002,CVGT_0106.eaf_793.mp4,train
794,38,i002,CVGT_0106.eaf_794.mp4,train
795,1,i002,CVGT_0106.eaf_795.mp4,train
797,271,i002,CVGT_0106.eaf_797.mp4,train
798,95,i002,CVGT_0106.eaf_798.mp4,train
800,3,i002,CVGT_0106.eaf_800.mp4,train
802,42,i002,CVGT_0106.eaf_802.mp4,train
803,1,i002,CVGT_0106.eaf_803.mp4,train
805,2,i002,CVGT_0106.eaf_805.mp4,train
808,134,i002,CVGT_0106.eaf_808.mp4,train
810,168,i002,CVGT_0106.eaf_810.mp4,train
811,95,i002,CVGT_0106.eaf_811.mp4,train
812,13,i002,CVGT_0106.eaf_812.mp4,train
813,21,i002,CVGT_0106.eaf_813.mp4,train
814,0,i002,CVGT_0106.eaf_814.mp4,train
815,96,i002,CVGT_0106.eaf_815.mp4,train
819,0,i002,CVGT_0106.eaf_819.mp4,train
821,13,i002,CVGT_0106.eaf_821.mp4,train
825,175,i002,CVGT_0106.eaf_825.mp4,train
827,9,i002,CVGT_0106.eaf_827.mp4,train
829,8,i002,CVGT_0106.eaf_829.mp4,train
830,73,i002,CVGT_0106.eaf_830.mp4,train
831,1,i002,CVGT_0106.eaf_831.mp4,train
832,73,i002,CVGT_0106.eaf_832.mp4,train
833,8,i002,CVGT_0106.eaf_833.mp4,train
835,8,i002,CVGT_0106.eaf_835.mp4,train
836,1,i002,CVGT_0106.eaf_836.mp4,train
837,2,i002,CVGT_0106.eaf_837.mp4,train
839,3,i002,CVGT_0106.eaf_839.mp4,train
840,0,i002,CVGT_0106.eaf_840.mp4,train
842,3,i002,CVGT_0106.eaf_842.mp4,train
848,2,i002,CVGT_0106.eaf_848.mp4,train
852,2,i002,CVGT_0106.eaf_852.mp4,train
854,0,i002,CVGT_0106.eaf_854.mp4,train
858,8,i002,CVGT_0106.eaf_858.mp4,train
859,20,i002,CVGT_0106.eaf_859.mp4,train
861,36,i002,CVGT_0106.eaf_861.mp4,train
864,196,i002,CVGT_0106.eaf_864.mp4,train
866,17,i002,CVGT_0106.eaf_866.mp4,train
868,4,i002,CVGT_0106.eaf_868.mp4,train
870,168,i002,CVGT_0106.eaf_870.mp4,train
872,13,i002,CVGT_0106.eaf_872.mp4,train
873,3,i002,CVGT_0106.eaf_873.mp4,train
874,13,i002,CVGT_0106.eaf_874.mp4,train
875,36,i002,CVGT_0106.eaf_875.mp4,train
878,1,i002,CVGT_0106.eaf_878.mp4,train
879,0,i002,CVGT_0106.eaf_879.mp4,train
880,0,i002,CVGT_0106.eaf_880.mp4,train
884,0,i002,CVGT_0106.eaf_884.mp4,train
887,1,i002,CVGT_0106.eaf_887.mp4,train
890,36,i002,CVGT_0106.eaf_890.mp4,train
891,0,i002,CVGT_0106.eaf_891.mp4,train
893,271,i002,CVGT_0106.eaf_893.mp4,train
894,1,i002,CVGT_0106.eaf_894.mp4,train
896,13,i002,CVGT_0106.eaf_896.mp4,train
897,196,i002,CVGT_0106.eaf_897.mp4,train
899,3,i002,CVGT_0106.eaf_899.mp4,train
900,0,i002,CVGT_0106.eaf_900.mp4,train
901,1,i002,CVGT_0106.eaf_901.mp4,train
902,0,i002,CVGT_0106.eaf_902.mp4,train
904,47,i002,CVGT_0106.eaf_904.mp4,train
905,9,i002,CVGT_0106.eaf_905.mp4,train
907,0,i002,CVGT_0106.eaf_907.mp4,train
908,129,i002,CVGT_0106.eaf_908.mp4,train
909,1,i002,CVGT_0106.eaf_909.mp4,train
910,1,i002,CVGT_0106.eaf_910.mp4,train
911,119,i002,CVGT_0106.eaf_911.mp4,train
918,36,i002,CVGT_0106.eaf_918.mp4,train
919,42,i002,CVGT_0106.eaf_919.mp4,train
921,2,i002,CVGT_0106.eaf_921.mp4,train
922,288,i002,CVGT_0106.eaf_922.mp4,train
923,2,i002,CVGT_0106.eaf_923.mp4,train
926,97,i002,CVGT_0106.eaf_926.mp4,train
929,273,i002,CVGT_0106.eaf_929.mp4,train
930,156,i002,CVGT_0106.eaf_930.mp4,train
933,97,i002,CVGT_0106.eaf_933.mp4,train
935,26,i002,CVGT_0106.eaf_935.mp4,train
936,113,i002,CVGT_0106.eaf_936.mp4,train
937,67,i002,CVGT_0106.eaf_937.mp4,train
939,0,i002,CVGT_0106.eaf_939.mp4,train
942,97,i002,CVGT_0106.eaf_942.mp4,train
947,97,i002,CVGT_0106.eaf_947.mp4,train
949,1,i002,CVGT_0106.eaf_949.mp4,train
950,196,i002,CVGT_0106.eaf_950.mp4,train
951,12,i002,CVGT_0106.eaf_951.mp4,train
952,16,i002,CVGT_0106.eaf_952.mp4,train
954,1,i002,CVGT_0106.eaf_954.mp4,train
956,125,i002,CVGT_0106.eaf_956.mp4,train
959,1,i002,CVGT_0106.eaf_959.mp4,train
961,42,i002,CVGT_0106.eaf_961.mp4,train
962,2,i002,CVGT_0106.eaf_962.mp4,train
963,125,i002,CVGT_0106.eaf_963.mp4,train
965,2,i002,CVGT_0106.eaf_965.mp4,train
966,13,i002,CVGT_0106.eaf_966.mp4,train
967,196,i002,CVGT_0106.eaf_967.mp4,train
969,13,i002,CVGT_0106.eaf_969.mp4,train
970,288,i002,CVGT_0106.eaf_970.mp4,train
971,22,i002,CVGT_0106.eaf_971.mp4,train
973,9,i002,CVGT_0106.eaf_973.mp4,train
976,2,i002,CVGT_0106.eaf_976.mp4,train
979,9,i002,CVGT_0106.eaf_979.mp4,train
980,22,i002,CVGT_0106.eaf_980.mp4,train
982,0,i002,CVGT_0106.eaf_982.mp4,train
985,13,i002,CVGT_0106.eaf_985.mp4,train
989,95,i002,CVGT_0106.eaf_989.mp4,train
992,1,i002,CVGT_0106.eaf_992.mp4,train
993,1,i002,CVGT_0106.eaf_993.mp4,train
995,1,i002,CVGT_0106.eaf_995.mp4,train
996,104,i002,CVGT_0106.eaf_996.mp4,train
1465,1,i002,CVGT_0109.eaf_1465.mp4,train
1466,42,i002,CVGT_0109.eaf_1466.mp4,train
1480,264,i002,CVGT_0109.eaf_1480.mp4,train
1483,3,i002,CVGT_0109.eaf_1483.mp4,train
1485,278,i002,CVGT_0109.eaf_1485.mp4,train
1486,5,i002,CVGT_0109.eaf_1486.mp4,train
1489,29,i002,CVGT_0109.eaf_1489.mp4,train
1491,2,i002,CVGT_0109.eaf_1491.mp4,train
1492,46,i002,CVGT_0109.eaf_1492.mp4,train
1493,35,i002,CVGT_0109.eaf_1493.mp4,train
1494,23,i002,CVGT_0109.eaf_1494.mp4,train
1495,10,i002,CVGT_0109.eaf_1495.mp4,train
1496,1,i002,CVGT_0109.eaf_1496.mp4,train
1497,88,i002,CVGT_0109.eaf_1497.mp4,train
1498,2,i002,CVGT_0109.eaf_1498.mp4,train
1499,88,i002,CVGT_0109.eaf_1499.mp4,train
1500,12,i002,CVGT_0109.eaf_1500.mp4,train
1501,165,i002,CVGT_0109.eaf_1501.mp4,train
1503,1,i002,CVGT_0109.eaf_1503.mp4,train
1504,45,i002,CVGT_0109.eaf_1504.mp4,train
1506,22,i002,CVGT_0109.eaf_1506.mp4,train
1507,51,i002,CVGT_0109.eaf_1507.mp4,train
1511,105,i002,CVGT_0109.eaf_1511.mp4,train
1513,105,i002,CVGT_0109.eaf_1513.mp4,train
1516,29,i002,CVGT_0109.eaf_1516.mp4,train
1520,183,i002,CVGT_0109.eaf_1520.mp4,train
1525,123,i002,CVGT_0109.eaf_1525.mp4,train
1526,52,i002,CVGT_0109.eaf_1526.mp4,train
1527,5,i002,CVGT_0109.eaf_1527.mp4,train
1528,78,i002,CVGT_0109.eaf_1528.mp4,train
1530,249,i002,CVGT_0109.eaf_1530.mp4,train
1531,0,i002,CVGT_0109.eaf_1531.mp4,train
1532,1,i002,CVGT_0109.eaf_1532.mp4,train
1534,164,i002,CVGT_0109.eaf_1534.mp4,train
1535,78,i002,CVGT_0109.eaf_1535.mp4,train
1536,1,i002,CVGT_0109.eaf_1536.mp4,train
1537,3,i002,CVGT_0109.eaf_1537.mp4,train
1538,56,i002,CVGT_0109.eaf_1538.mp4,train
1540,3,i002,CVGT_0109.eaf_1540.mp4,train
1541,56,i002,CVGT_0109.eaf_1541.mp4,train
1542,2,i002,CVGT_0109.eaf_1542.mp4,train
1546,52,i002,CVGT_0109.eaf_1546.mp4,train
1547,5,i002,CVGT_0109.eaf_1547.mp4,train
1559,227,i002,CVGT_0109.eaf_1559.mp4,train
1560,193,i002,CVGT_0109.eaf_1560.mp4,train
1561,67,i002,CVGT_0109.eaf_1561.mp4,train
1563,165,i002,CVGT_0109.eaf_1563.mp4,train
1564,268,i002,CVGT_0109.eaf_1564.mp4,train
1570,164,i002,CVGT_0109.eaf_1570.mp4,train
1571,0,i002,CVGT_0109.eaf_1571.mp4,train
1572,63,i002,CVGT_0109.eaf_1572.mp4,train
1577,7,i002,CVGT_0109.eaf_1577.mp4,train
1579,52,i002,CVGT_0109.eaf_1579.mp4,train
1583,128,i002,CVGT_0109.eaf_1583.mp4,train
1585,128,i002,CVGT_0109.eaf_1585.mp4,train
1586,0,i002,CVGT_0109.eaf_1586.mp4,train
1587,0,i002,CVGT_0109.eaf_1587.mp4,train
1588,164,i002,CVGT_0109.eaf_1588.mp4,train
1589,100,i002,CVGT_0109.eaf_1589.mp4,train
1590,132,i002,CVGT_0109.eaf_1590.mp4,train
1594,53,i002,CVGT_0109.eaf_1594.mp4,train
1604,46,i002,CVGT_0109.eaf_1604.mp4,train
1605,35,i002,CVGT_0109.eaf_1605.mp4,train
1606,1,i002,CVGT_0109.eaf_1606.mp4,train
1608,159,i002,CVGT_0109.eaf_1608.mp4,train
1609,159,i002,CVGT_0109.eaf_1609.mp4,train
1610,159,i002,CVGT_0109.eaf_1610.mp4,train
1614,0,i002,CVGT_0109.eaf_1614.mp4,train
1615,0,i002,CVGT_0109.eaf_1615.mp4,train
1616,3,i002,CVGT_0109.eaf_1616.mp4,train
1617,0,i002,CVGT_0109.eaf_1617.mp4,train
1619,13,i002,CVGT_0109.eaf_1619.mp4,train
1621,56,i002,CVGT_0109.eaf_1621.mp4,train
1623,3,i002,CVGT_0109.eaf_1623.mp4,train
1625,23,i002,CVGT_0109.eaf_1625.mp4,train
1626,33,i002,CVGT_0109.eaf_1626.mp4,train
1631,78,i002,CVGT_0109.eaf_1631.mp4,train
1632,105,i002,CVGT_0109.eaf_1632.mp4,train
1633,51,i002,CVGT_0109.eaf_1633.mp4,train
1635,0,i002,CVGT_0109.eaf_1635.mp4,train
1637,154,i002,CVGT_0109.eaf_1637.mp4,train
1648,35,i002,CVGT_0109.eaf_1648.mp4,train
1649,249,i002,CVGT_0109.eaf_1649.mp4,train
1651,1,i002,CVGT_0109.eaf_1651.mp4,train
1652,23,i002,CVGT_0109.eaf_1652.mp4,train
1654,23,i002,CVGT_0109.eaf_1654.mp4,train
1657,0,i002,CVGT_0109.eaf_1657.mp4,train
1658,22,i002,CVGT_0109.eaf_1658.mp4,train
1660,0,i002,CVGT_0109.eaf_1660.mp4,train
1662,7,i002,CVGT_0109.eaf_1662.mp4,train
1664,6,i002,CVGT_0109.eaf_1664.mp4,train
1667,6,i002,CVGT_0109.eaf_1667.mp4,train
1669,248,i002,CVGT_0109.eaf_1669.mp4,train
1678,60,i002,CVGT_0109.eaf_1678.mp4,train
1680,92,i002,CVGT_0109.eaf_1680.mp4,train
1684,27,i002,CVGT_0109.eaf_1684.mp4,train
1685,172,i002,CVGT_0109.eaf_1685.mp4,train
1689,27,i002,CVGT_0109.eaf_1689.mp4,train
1694,3,i002,CVGT_0109.eaf_1694.mp4,train
1695,12,i002,CVGT_0109.eaf_1695.mp4,train
1697,0,i002,CVGT_0109.eaf_1697.mp4,train
1700,227,i002,CVGT_0109.eaf_1700.mp4,train
1703,227,i002,CVGT_0109.eaf_1703.mp4,train
1710,153,i002,CVGT_0109.eaf_1710.mp4,train
1715,215,i002,CVGT_0109.eaf_1715.mp4,train
1716,10,i002,CVGT_0109.eaf_1716.mp4,train
1718,265,i002,CVGT_0109.eaf_1718.mp4,train
1719,219,i002,CVGT_0109.eaf_1719.mp4,train
1721,63,i002,CVGT_0109.eaf_1721.mp4,train
1722,219,i002,CVGT_0109.eaf_1722.mp4,train
1723,63,i002,CVGT_0109.eaf_1723.mp4,train
1727,23,i002,CVGT_0109.eaf_1727.mp4,train
1728,155,i002,CVGT_0109.eaf_1728.mp4,train
1729,39,i002,CVGT_0109.eaf_1729.mp4,train
1730,155,i002,CVGT_0109.eaf_1730.mp4,train
1736,4,i002,CVGT_0109.eaf_1736.mp4,train
1737,4,i002,CVGT_0109.eaf_1737.mp4,train
1744,27,i002,CVGT_0109.eaf_1744.mp4,train
1748,39,i002,CVGT_0109.eaf_1748.mp4,train
1750,149,i002,CVGT_0109.eaf_1750.mp4,train
1753,75,i002,CVGT_0109.eaf_1753.mp4,train
1754,249,i002,CVGT_0109.eaf_1754.mp4,train
1755,23,i002,CVGT_0109.eaf_1755.mp4,train
1757,204,i002,CVGT_0109.eaf_1757.mp4,train
1758,224,i002,CVGT_0109.eaf_1758.mp4,train
1759,204,i002,CVGT_0109.eaf_1759.mp4,train
1760,224,i002,CVGT_0109.eaf_1760.mp4,train
1762,257,i002,CVGT_0109.eaf_1762.mp4,train
1763,66,i002,CVGT_0109.eaf_1763.mp4,train
1768,0,i002,CVGT_0109.eaf_1768.mp4,train
1770,27,i002,CVGT_0109.eaf_1770.mp4,train
1772,0,i002,CVGT_0109.eaf_1772.mp4,train
1774,78,i002,CVGT_0109.eaf_1774.mp4,train
1775,1,i002,CVGT_0109.eaf_1775.mp4,train
1776,0,i002,CVGT_0109.eaf_1776.mp4,train
1777,10,i002,CVGT_0109.eaf_1777.mp4,train
1779,0,i002,CVGT_0109.eaf_1779.mp4,train
1780,16,i002,CVGT_0109.eaf_1780.mp4,train
1782,23,i002,CVGT_0109.eaf_1782.mp4,train
1784,126,i002,CVGT_0109.eaf_1784.mp4,train
1785,232,i002,CVGT_0109.eaf_1785.mp4,train
1786,240,i002,CVGT_0109.eaf_1786.mp4,train
1788,0,i002,CVGT_0109.eaf_1788.mp4,train
1790,23,i002,CVGT_0109.eaf_1790.mp4,train
1792,150,i002,CVGT_0109.eaf_1792.mp4,train
1794,0,i002,CVGT_0109.eaf_1794.mp4,train
1795,26,i002,CVGT_0109.eaf_1795.mp4,train
1796,23,i002,CVGT_0109.eaf_1796.mp4,train
1797,78,i002,CVGT_0109.eaf_1797.mp4,train
1799,10,i002,CVGT_0109.eaf_1799.mp4,train
1802,126,i002,CVGT_0109.eaf_1802.mp4,train
1804,0,i002,CVGT_0109.eaf_1804.mp4,train
1805,27,i002,CVGT_0109.eaf_1805.mp4,train
1806,23,i002,CVGT_0109.eaf_1806.mp4,train
1809,23,i002,CVGT_0109.eaf_1809.mp4,train
1810,216,i002,CVGT_0109.eaf_1810.mp4,train
1812,13,i002,CVGT_0109.eaf_1812.mp4,train
1817,0,i002,CVGT_0109.eaf_1817.mp4,train
1819,257,i002,CVGT_0109.eaf_1819.mp4,train
1820,39,i002,CVGT_0109.eaf_1820.mp4,train
1821,175,i002,CVGT_0109.eaf_1821.mp4,train
1823,78,i002,CVGT_0109.eaf_1823.mp4,train
1824,1,i002,CVGT_0109.eaf_1824.mp4,train
1827,0,i002,CVGT_0109.eaf_1827.mp4,train
1829,252,i002,CVGT_0109.eaf_1829.mp4,train
1831,0,i002,CVGT_0109.eaf_1831.mp4,train
1833,272,i002,CVGT_0109.eaf_1833.mp4,train
1834,156,i002,CVGT_0109.eaf_1834.mp4,train
1835,68,i002,CVGT_0109.eaf_1835.mp4,train
1836,18,i002,CVGT_0109.eaf_1836.mp4,train
1839,0,i002,CVGT_0109.eaf_1839.mp4,train
1841,23,i002,CVGT_0109.eaf_1841.mp4,train
1842,12,i002,CVGT_0109.eaf_1842.mp4,train
1847,2,i002,CVGT_0109.eaf_1847.mp4,train
1851,164,i002,CVGT_0109.eaf_1851.mp4,train
1852,78,i002,CVGT_0109.eaf_1852.mp4,train
1853,1,i002,CVGT_0109.eaf_1853.mp4,train
1854,99,i002,CVGT_0109.eaf_1854.mp4,train
1856,8,i002,CVGT_0109.eaf_1856.mp4,train
1857,60,i002,CVGT_0109.eaf_1857.mp4,train
1858,1,i002,CVGT_0109.eaf_1858.mp4,train
1859,59,i002,CVGT_0109.eaf_1859.mp4,train
1861,59,i002,CVGT_0109.eaf_1861.mp4,train
1863,290,i002,CVGT_0109.eaf_1863.mp4,train
1864,10,i002,CVGT_0109.eaf_1864.mp4,train
1866,123,i002,CVGT_0109.eaf_1866.mp4,train
1867,59,i002,CVGT_0109.eaf_1867.mp4,train
1870,0,i002,CVGT_0109.eaf_1870.mp4,train
1871,112,i002,CVGT_0109.eaf_1871.mp4,train
1873,112,i002,CVGT_0109.eaf_1873.mp4,train
1874,164,i002,CVGT_0109.eaf_1874.mp4,train
1875,33,i002,CVGT_0109.eaf_1875.mp4,train
1877,7,i002,CVGT_0109.eaf_1877.mp4,train
1879,6,i002,CVGT_0109.eaf_1879.mp4,train
1880,59,i002,CVGT_0109.eaf_1880.mp4,train
1881,152,i002,CVGT_0109.eaf_1881.mp4,train
1885,67,i002,CVGT_0109.eaf_1885.mp4,train
